customer_id,Recency Days,Frequency,Revenue,R Score,F Score,M Score,RFM Score,RFM Segment
1231,77,1,741.57,3,1,2,312,Others
1234,224,1,377.35,1,1,1,111,Lost
1240,98,1,1882.12,2,1,2,212,Hibernating
1241,125,2,3617.15,1,2,3,123,Hibernating
1243,147,1,3898.5,1,1,3,113,Hibernating
1244,51,2,3078.65,4,2,3,423,New Customer
1252,48,2,7790.94,4,2,4,424,New Customer
1253,251,1,2191.33,1,1,3,113,Hibernating
1262,296,1,797.16,1,1,2,112,Lost
1264,98,1,1712.22,2,1,2,212,Hibernating
1268,15,1,1455.21,5,1,2,512,New Customer
1269,183,1,1787.02,1,1,2,112,Lost
1270,99,2,3845.93,2,2,3,223,Hibernating
1271,137,1,1130.35,1,1,2,112,Lost
1274,273,1,2065.7,1,1,3,113,Hibernating
1275,145,2,7788.92,1,2,4,124,Hibernating
1277,294,1,414.36,1,1,1,111,Lost
1278,83,2,4367.72,3,2,3,323,Others
1279,301,1,3180.17,1,1,3,113,Hibernating
1282,40,1,281.46,4,1,1,411,New Customer
1283,51,1,3166.32,4,1,3,413,New Customer
1284,153,1,6649.04,1,1,4,114,Hibernating
1285,363,1,2942.34,1,1,3,113,Hibernating
1290,44,2,1015.65,4,2,2,422,New Customer
1291,359,1,2457.68,1,1,3,113,Hibernating
1292,289,2,3075.91,1,2,3,123,Hibernating
1295,175,1,267.34,1,1,1,111,Lost
1298,278,1,285.16,1,1,1,111,Lost
1302,42,1,821.62,4,1,2,412,New Customer
1303,317,1,989.88,1,1,2,112,Lost
1304,81,1,529.27,3,1,2,312,Others
1307,326,1,553.52,1,1,2,112,Lost
1308,320,1,566.61,1,1,2,112,Lost
1312,303,2,6037.98,1,2,4,124,Hibernating
1315,173,1,1937.57,1,1,2,112,Lost
1316,34,5,9432.31,4,5,4,454,Champion
1317,30,4,8119.44,5,4,4,544,Champion
1318,149,2,1692.53,1,2,2,122,Lost
1319,110,2,3602.98,2,2,3,223,Hibernating
1322,126,2,2239.44,1,2,3,123,Hibernating
1323,212,1,3132.29,1,1,3,113,Hibernating
1324,90,1,3519.68,3,1,3,313,Others
1327,1,2,4069.45,5,2,3,523,New Customer
1329,98,1,443.01,2,1,1,211,Hibernating
1331,133,1,4930.51,1,1,3,113,Hibernating
1332,271,1,3016.32,1,1,3,113,Hibernating
1334,15,5,12203.21,5,5,5,555,Champion
1335,10,3,3522.92,5,3,3,533,Loyal
1336,109,1,3797.19,2,1,3,213,Hibernating
1337,230,1,783.06,1,1,2,112,Lost
1339,300,1,530.31,1,1,2,112,Lost
1343,23,1,3053.36,5,1,3,513,New Customer
1345,164,1,256.67,1,1,1,111,Lost
1347,266,1,3357.67,1,1,3,113,Hibernating
1348,208,1,4789.77,1,1,3,113,Hibernating
1349,180,1,307.29,1,1,1,111,Lost
1350,293,3,1480.29,1,3,2,132,Others
1351,89,1,4652.64,3,1,3,313,Others
1352,246,2,1316.79,1,2,2,122,Lost
1356,106,1,2397.1,2,1,3,213,Hibernating
1357,301,1,1199.55,1,1,2,112,Lost
1360,139,3,3696.46,1,3,3,133,At Risk
1361,3,3,4596.29,5,3,3,533,Loyal
1362,330,1,3356.54,1,1,3,113,Hibernating
1363,151,2,181.93,1,2,1,121,Lost
1365,57,2,3247.63,4,2,3,423,New Customer
1366,84,1,4299.17,3,1,3,313,Others
1368,123,2,4747.94,1,2,3,123,Hibernating
1370,56,1,1920.92,4,1,2,412,New Customer
1372,231,2,7627.08,1,2,4,124,Hibernating
1378,31,3,2604.1,4,3,3,433,Loyal
1379,223,1,863.94,1,1,2,112,Lost
1380,157,1,700.35,1,1,2,112,Lost
1381,217,1,566.3,1,1,2,112,Lost
1382,107,2,4061.77,2,2,3,223,Hibernating
1385,346,1,3694.52,1,1,3,113,Hibernating
1386,44,2,3064.78,4,2,3,423,New Customer
1387,67,2,1111.73,3,2,2,322,Others
1388,203,1,3964.28,1,1,3,113,Hibernating
1395,218,2,2703.44,1,2,3,123,Hibernating
1397,155,1,2856.24,1,1,3,113,Hibernating
1398,364,1,663.37,1,1,2,112,Lost
1400,124,1,527.51,1,1,2,112,Lost
1403,66,2,2038.85,3,2,3,323,Others
1404,32,2,1646.99,4,2,2,422,New Customer
1405,309,1,1296.62,1,1,2,112,Lost
1410,214,1,162.49,1,1,1,111,Lost
1412,4,1,698.61,5,1,2,512,New Customer
1418,55,1,829.86,4,1,2,412,New Customer
1419,100,2,5203.04,2,2,4,224,Hibernating
1420,287,1,4219.62,1,1,3,113,Hibernating
1422,120,1,2685.78,2,1,3,213,Hibernating
1423,361,1,1066.1,1,1,2,112,Lost
1424,23,1,513.7,5,1,2,512,New Customer
1425,276,1,518.32,1,1,2,112,Lost
1427,34,1,2279.68,4,1,3,413,New Customer
1430,89,1,3753,3,1,3,313,Others
1433,242,2,8307.94,1,2,4,124,Hibernating
1434,139,1,2580.84,1,1,3,113,Hibernating
1436,322,1,3005.46,1,1,3,113,Hibernating
1437,60,2,1919.23,4,2,2,422,New Customer
1438,323,1,313.88,1,1,1,111,Lost
1440,167,1,5960.25,1,1,4,114,Hibernating
1441,277,1,503.92,1,1,2,112,Lost
1445,83,2,2774.91,3,2,3,323,Others
1447,19,2,2317.72,5,2,3,523,New Customer
1450,311,1,2384.76,1,1,3,113,Hibernating
1451,95,1,471.13,2,1,1,211,Hibernating
1454,50,1,2611.03,4,1,3,413,New Customer
1455,278,1,254.85,1,1,1,111,Lost
1456,261,2,2899.21,1,2,3,123,Hibernating
1458,23,2,2026.27,5,2,3,523,New Customer
1461,6,1,579.51,5,1,2,512,New Customer
1462,53,2,1191.03,4,2,2,422,New Customer
1463,72,1,4949.6,3,1,3,313,Others
1464,291,2,1238.58,1,2,2,122,Lost
1466,171,1,1417.23,1,1,2,112,Lost
1467,137,2,1121.45,1,2,2,122,Lost
1471,47,1,1161.18,4,1,2,412,New Customer
1472,259,1,220.52,1,1,1,111,Lost
1473,143,1,1213.67,1,1,2,112,Lost
1477,179,1,2809.28,1,1,3,113,Hibernating
1478,46,1,656.62,4,1,2,412,New Customer
1479,158,1,2925.48,1,1,3,113,Hibernating
1483,22,2,4226.91,5,2,3,523,New Customer
1484,100,2,4044.91,2,2,3,223,Hibernating
1486,246,1,2089.06,1,1,3,113,Hibernating
1487,69,1,5778.76,3,1,4,314,Others
1489,131,2,730.27,1,2,2,122,Lost
1490,189,1,1211.39,1,1,2,112,Lost
1492,15,2,2307.77,5,2,3,523,New Customer
1493,307,1,416.59,1,1,1,111,Lost
1496,10,2,2929.3,5,2,3,523,New Customer
1497,214,1,5020.5,1,1,4,114,Hibernating
1498,25,1,5302.37,5,1,4,514,New Customer
1499,1,1,131.96,5,1,1,511,New Customer
1501,144,1,6016.54,1,1,4,114,Hibernating
1503,76,1,4151.74,3,1,3,313,Others
1505,172,1,574.4,1,1,2,112,Lost
1506,93,4,11867.1,2,4,5,245,At Risk
1509,12,1,963.2,5,1,2,512,New Customer
1510,40,1,4993.48,4,1,3,413,New Customer
1513,187,1,165.17,1,1,1,111,Lost
1515,15,3,1602.91,5,3,2,532,Potential Loyalist
1517,143,1,2029.92,1,1,3,113,Hibernating
1518,8,3,6890.76,5,3,4,534,Loyal
1521,245,1,334.46,1,1,1,111,Lost
1523,244,1,5576.1,1,1,4,114,Hibernating
1524,233,1,972.99,1,1,2,112,Lost
1527,88,1,476.82,3,1,1,311,Others
1529,173,2,4588.91,1,2,3,123,Hibernating
1530,8,2,1126.92,5,2,2,522,New Customer
1531,4,1,2598.35,5,1,3,513,New Customer
1532,189,1,3212.5,1,1,3,113,Hibernating
1533,249,1,1858.18,1,1,2,112,Lost
1538,52,1,1661.69,4,1,2,412,New Customer
1539,27,2,4421.79,5,2,3,523,New Customer
1543,60,1,4321.89,4,1,3,413,New Customer
1545,26,2,1395.81,5,2,2,522,New Customer
1548,123,1,2348.55,1,1,3,113,Hibernating
1550,5,2,7921.13,5,2,4,524,New Customer
1551,278,1,641.61,1,1,2,112,Lost
1555,158,1,2601.76,1,1,3,113,Hibernating
1557,348,1,1890.24,1,1,2,112,Lost
1560,21,1,1852.44,5,1,2,512,New Customer
1564,188,1,1536.96,1,1,2,112,Lost
1566,109,1,589.15,2,1,2,212,Hibernating
1569,290,1,2879.92,1,1,3,113,Hibernating
1570,282,1,3623.82,1,1,3,113,Hibernating
1571,320,1,2562.31,1,1,3,113,Hibernating
1577,210,1,1887.37,1,1,2,112,Lost
1581,302,1,956.08,1,1,2,112,Lost
1585,299,1,4847.17,1,1,3,113,Hibernating
1589,348,1,1146.6,1,1,2,112,Lost
1595,102,1,253.56,2,1,1,211,Hibernating
1599,228,2,3167.74,1,2,3,123,Hibernating
1600,35,1,970.88,4,1,2,412,New Customer
1601,135,1,1166.22,1,1,2,112,Lost
1604,253,1,425.65,1,1,1,111,Lost
1607,299,1,766.55,1,1,2,112,Lost
1608,79,4,8634.02,3,4,4,344,Loyal
1612,45,1,2539.1,4,1,3,413,New Customer
1613,83,2,2440.56,3,2,3,323,Others
1615,275,1,2330.22,1,1,3,113,Hibernating
1618,33,2,1529.82,4,2,2,422,New Customer
1620,356,1,4390.95,1,1,3,113,Hibernating
1622,214,1,1951.13,1,1,2,112,Lost
1624,154,2,1483.57,1,2,2,122,Lost
1627,140,1,1327,1,1,2,112,Lost
1629,137,1,432.01,1,1,1,111,Lost
1631,105,1,2336.52,2,1,3,213,Hibernating
1632,15,2,1683.59,5,2,2,522,New Customer
1635,201,2,1696.4,1,2,2,122,Lost
1640,235,1,765.98,1,1,2,112,Lost
1641,40,1,1094.88,4,1,2,412,New Customer
1644,191,2,1552.99,1,2,2,122,Lost
1645,225,1,3067.74,1,1,3,113,Hibernating
1646,250,2,5386.24,1,2,4,124,Hibernating
1647,112,2,3613.1,2,2,3,223,Hibernating
1649,237,1,1929.76,1,1,2,112,Lost
1657,201,2,1068.19,1,2,2,122,Lost
1658,102,1,1048.12,2,1,2,212,Hibernating
1659,44,1,809.91,4,1,2,412,New Customer
1661,134,3,10152.52,1,3,5,135,At Risk
1667,58,1,3170.98,4,1,3,413,New Customer
1668,68,1,722.8,3,1,2,312,Others
1672,248,1,807.22,1,1,2,112,Lost
1673,212,1,1104.84,1,1,2,112,Lost
1675,37,2,5207.36,4,2,4,424,New Customer
1676,213,2,3942.97,1,2,3,123,Hibernating
1681,309,1,407.71,1,1,1,111,Lost
1682,99,1,2536.28,2,1,3,213,Hibernating
1683,251,1,1929,1,1,2,112,Lost
1687,178,1,1318.78,1,1,2,112,Lost
1688,338,1,1141.31,1,1,2,112,Lost
1690,39,2,3004.06,4,2,3,423,New Customer
1694,233,1,3849.17,1,1,3,113,Hibernating
1695,67,1,725.39,3,1,2,312,Others
1697,334,1,1989.62,1,1,2,112,Lost
1698,246,2,4020,1,2,3,123,Hibernating
1699,203,1,1136.57,1,1,2,112,Lost
1702,287,2,805.17,1,2,2,122,Lost
1703,313,1,2702.64,1,1,3,113,Hibernating
1706,114,1,1735.8,2,1,2,212,Hibernating
1708,16,2,1565.29,5,2,2,522,New Customer
1709,149,1,1876.09,1,1,2,112,Lost
1710,166,1,6703.32,1,1,4,114,Hibernating
1711,103,3,1730.48,2,3,2,232,Others
1712,18,1,3794.86,5,1,3,513,New Customer
1713,257,1,1641.2,1,1,2,112,Lost
1719,3,2,4606.89,5,2,3,523,New Customer
1720,353,1,2791.04,1,1,3,113,Hibernating
1722,34,2,2146.97,4,2,3,423,New Customer
1723,130,1,365.57,1,1,1,111,Lost
1728,135,1,4775,1,1,3,113,Hibernating
1730,15,1,681.53,5,1,2,512,New Customer
1731,74,1,1130.1,3,1,2,312,Others
1732,82,1,415.91,3,1,1,311,Others
1733,364,1,688.34,1,1,2,112,Lost
1736,319,1,2510.82,1,1,3,113,Hibernating
1738,12,3,13800.96,5,3,5,535,Loyal
1742,4,1,1286.8,5,1,2,512,New Customer
1745,163,2,1012.98,1,2,2,122,Lost
1746,63,1,288.04,3,1,1,311,Others
1747,89,3,5489.89,3,3,4,334,Loyal
1749,345,1,882.81,1,1,2,112,Lost
1751,38,1,1128.93,4,1,2,412,New Customer
1756,254,1,666.3,1,1,2,112,Lost
1757,137,1,794.94,1,1,2,112,Lost
1759,85,1,922.11,3,1,2,312,Others
1762,139,1,4314.87,1,1,3,113,Hibernating
1763,133,1,5219.03,1,1,4,114,Hibernating
1764,37,1,1182.76,4,1,2,412,New Customer
1765,218,3,6114.2,1,3,4,134,At Risk
1766,70,1,606.83,3,1,2,312,Others
1767,97,1,537.62,2,1,2,212,Hibernating
1770,225,1,678.33,1,1,2,112,Lost
1773,72,4,4761.94,3,4,3,343,Loyal
1777,258,1,150.84,1,1,1,111,Lost
1778,123,1,1006,1,1,2,112,Lost
1780,230,1,3213.85,1,1,3,113,Hibernating
1781,354,1,752.89,1,1,2,112,Lost
1783,34,1,958.94,4,1,2,412,New Customer
1786,331,2,2626.37,1,2,3,123,Hibernating
1787,348,1,1424.09,1,1,2,112,Lost
1788,158,1,632.04,1,1,2,112,Lost
1789,307,1,4764.74,1,1,3,113,Hibernating
1795,27,1,527.61,5,1,2,512,New Customer
1797,200,1,2043.63,1,1,3,113,Hibernating
1798,106,1,3230.25,2,1,3,213,Hibernating
1800,275,1,1153.65,1,1,2,112,Lost
1801,166,1,2547.22,1,1,3,113,Hibernating
1802,19,1,1337.24,5,1,2,512,New Customer
1803,32,1,2206.11,4,1,3,413,New Customer
1808,152,1,506.2,1,1,2,112,Lost
1811,80,2,2675.01,3,2,3,323,Others
1812,313,1,1980.48,1,1,2,112,Lost
1814,315,2,2276.38,1,2,3,123,Hibernating
1815,136,1,1156.8,1,1,2,112,Lost
1819,85,1,3192.12,3,1,3,313,Others
1823,187,2,2421.66,1,2,3,123,Hibernating
1825,79,2,2864.42,3,2,3,323,Others
1829,13,1,1398.4,5,1,2,512,New Customer
1830,4,2,1788.89,5,2,2,522,New Customer
1832,16,1,1846.82,5,1,2,512,New Customer
1834,36,2,1904.63,4,2,2,422,New Customer
1835,363,1,177.68,1,1,1,111,Lost
1837,232,1,343.86,1,1,1,111,Lost
1839,332,1,756.53,1,1,2,112,Lost
1840,231,2,6283.03,1,2,4,124,Hibernating
1841,306,1,689.02,1,1,2,112,Lost
1842,214,2,2288.83,1,2,3,123,Hibernating
1846,262,1,2908.1,1,1,3,113,Hibernating
1851,347,1,5448.2,1,1,4,114,Hibernating
1853,49,2,3799.82,4,2,3,423,New Customer
1854,83,2,4694.13,3,2,3,323,Others
1856,278,1,1251.12,1,1,2,112,Lost
1861,159,2,6969.44,1,2,4,124,Hibernating
1862,328,1,787.95,1,1,2,112,Lost
1865,112,1,934.29,2,1,2,212,Hibernating
1867,192,1,1414.74,1,1,2,112,Lost
1868,186,1,550.28,1,1,2,112,Lost
1873,143,1,4479.51,1,1,3,113,Hibernating
1874,254,1,742.85,1,1,2,112,Lost
1880,3,1,7776.56,5,1,4,514,New Customer
1881,115,1,2444,2,1,3,213,Hibernating
1885,191,1,773.51,1,1,2,112,Lost
1886,205,1,3758.12,1,1,3,113,Hibernating
1889,26,1,3985.24,5,1,3,513,New Customer
1890,306,1,1673.45,1,1,2,112,Lost
1894,336,1,3616.48,1,1,3,113,Hibernating
1899,112,1,3473.2,2,1,3,213,Hibernating
1903,162,1,611.98,1,1,2,112,Lost
1908,278,1,619.54,1,1,2,112,Lost
1914,229,1,337.89,1,1,1,111,Lost
1915,265,1,1722.87,1,1,2,112,Lost
1916,95,1,211.63,2,1,1,211,Hibernating
1922,236,1,742.32,1,1,2,112,Lost
1923,93,1,2511.84,2,1,3,213,Hibernating
1926,52,3,3901.23,4,3,3,433,Loyal
1927,275,1,944.91,1,1,2,112,Lost
1929,58,2,2165.57,4,2,3,423,New Customer
1930,222,2,1232.25,1,2,2,122,Lost
1934,60,2,3780.33,4,2,3,423,New Customer
1936,109,1,1525.02,2,1,2,212,Hibernating
1937,114,1,450.44,2,1,1,211,Hibernating
1941,227,3,4066.58,1,3,3,133,At Risk
1943,107,2,5817.66,2,2,4,224,Hibernating
1945,355,1,740.14,1,1,2,112,Lost
1946,203,1,442.42,1,1,1,111,Lost
1947,221,1,2008.35,1,1,3,113,Hibernating
1948,117,1,3147.14,2,1,3,213,Hibernating
1950,322,1,3595.68,1,1,3,113,Hibernating
1951,26,4,5702.03,5,4,4,544,Champion
1953,136,2,4341.24,1,2,3,123,Hibernating
1955,221,1,2123.25,1,1,3,113,Hibernating
1956,166,1,1135.6,1,1,2,112,Lost
1957,206,2,2259.73,1,2,3,123,Hibernating
1958,15,2,3011.63,5,2,3,523,New Customer
1959,313,1,825,1,1,2,112,Lost
1960,91,2,7002.41,2,2,4,224,Hibernating
1963,258,1,1399,1,1,2,112,Lost
1965,2,1,1619.46,5,1,2,512,New Customer
1966,187,1,2704.6,1,1,3,113,Hibernating
1969,116,1,3084.52,2,1,3,213,Hibernating
1971,288,1,1431.76,1,1,2,112,Lost
1973,260,2,10467.41,1,2,5,125,Hibernating
1974,141,2,1278.26,1,2,2,122,Lost
1977,61,3,6820.77,3,3,4,334,Loyal
1979,43,1,6200.4,4,1,4,414,New Customer
1982,104,1,1212.63,2,1,2,212,Hibernating
1985,253,1,4485.96,1,1,3,113,Hibernating
1986,230,1,723.1,1,1,2,112,Lost
1987,356,1,564.16,1,1,2,112,Lost
1990,98,1,4020.52,2,1,3,213,Hibernating
1993,95,2,756.09,2,2,2,222,Hibernating
1994,178,1,355.84,1,1,1,111,Lost
1995,317,1,493.96,1,1,1,111,Lost
1996,114,1,3338.77,2,1,3,213,Hibernating
1997,316,1,2431.34,1,1,3,113,Hibernating
2002,144,2,1472.05,1,2,2,122,Lost
2004,188,1,315.81,1,1,1,111,Lost
2008,196,2,2099.95,1,2,3,123,Hibernating
2009,191,2,4369.6,1,2,3,123,Hibernating
2013,5,2,1609.31,5,2,2,522,New Customer
2014,5,1,232.87,5,1,1,511,New Customer
2017,295,1,325.76,1,1,1,111,Lost
2020,98,1,3592.26,2,1,3,213,Hibernating
2025,81,1,407.23,3,1,1,311,Others
2026,14,2,7683.26,5,2,4,524,New Customer
2027,256,1,1507.9,1,1,2,112,Lost
2029,48,1,970.4,4,1,2,412,New Customer
2030,272,1,415.02,1,1,1,111,Lost
2035,256,1,2652.92,1,1,3,113,Hibernating
2036,31,1,522.43,4,1,2,412,New Customer
2037,349,1,3138.17,1,1,3,113,Hibernating
2039,142,2,1490.94,1,2,2,122,Lost
2041,17,2,8680.05,5,2,4,524,New Customer
2044,271,1,843.44,1,1,2,112,Lost
2046,328,1,898.84,1,1,2,112,Lost
2048,37,1,1290.46,4,1,2,412,New Customer
2051,259,1,507.47,1,1,2,112,Lost
2053,2,2,1988.96,5,2,2,522,New Customer
2054,285,1,433.5,1,1,1,111,Lost
2055,11,1,213.01,5,1,1,511,New Customer
2057,301,1,2175.32,1,1,3,113,Hibernating
2058,338,1,1955.16,1,1,2,112,Lost
2063,187,1,1665.32,1,1,2,112,Lost
2064,60,1,4722.15,4,1,3,413,New Customer
2066,40,2,2298.8,4,2,3,423,New Customer
2068,9,1,319.95,5,1,1,511,New Customer
2069,82,2,2338.08,3,2,3,323,Others
2072,100,2,1600.6,2,2,2,222,Hibernating
2073,75,1,3105.8,3,1,3,313,Others
2074,5,2,5171.09,5,2,4,524,New Customer
2076,292,1,2587.71,1,1,3,113,Hibernating
2077,297,1,1295.93,1,1,2,112,Lost
2078,128,1,482.55,1,1,1,111,Lost
2079,3,1,863.97,5,1,2,512,New Customer
2081,274,1,3992.52,1,1,3,113,Hibernating
2082,219,2,6424.95,1,2,4,124,Hibernating
2089,134,1,679.29,1,1,2,112,Lost
2097,85,3,4193.98,3,3,3,333,Loyal
2106,344,1,539.16,1,1,2,112,Lost
2107,351,1,2090.28,1,1,3,113,Hibernating
2113,258,1,1287.54,1,1,2,112,Lost
2114,193,1,1299.41,1,1,2,112,Lost
2115,39,1,1159.48,4,1,2,412,New Customer
2116,217,1,545.1,1,1,2,112,Lost
2117,178,1,1873.58,1,1,2,112,Lost
2119,100,2,1731.77,2,2,2,222,Hibernating
2120,122,1,4068.52,1,1,3,113,Hibernating
2121,102,2,1081.49,2,2,2,222,Hibernating
2123,56,1,414.46,4,1,1,411,New Customer
2130,269,1,1295.7,1,1,2,112,Lost
2131,146,1,648.46,1,1,2,112,Lost
2132,150,1,1207.19,1,1,2,112,Lost
2135,74,1,390.76,3,1,1,311,Others
2136,238,1,2507.7,1,1,3,113,Hibernating
2140,336,1,3053.3,1,1,3,113,Hibernating
2141,243,1,4993.64,1,1,3,113,Hibernating
2143,75,1,1030.14,3,1,2,312,Others
2144,170,1,251.92,1,1,1,111,Lost
2147,88,1,2638.53,3,1,3,313,Others
2151,153,3,7503.79,1,3,4,134,At Risk
2154,162,1,304.51,1,1,1,111,Lost
2155,280,3,5645.68,1,3,4,134,At Risk
2156,109,2,1314.36,2,2,2,222,Hibernating
2157,287,2,1499.43,1,2,2,122,Lost
2163,4,2,1255.83,5,2,2,522,New Customer
2164,78,1,2502,3,1,3,313,Others
2165,201,1,1361.19,1,1,2,112,Lost
2167,38,2,667.13,4,2,2,422,New Customer
2169,177,1,633.88,1,1,2,112,Lost
2170,193,2,7742.3,1,2,4,124,Hibernating
2176,207,1,563.42,1,1,2,112,Lost
2177,255,1,427.52,1,1,1,111,Lost
2179,175,1,255.85,1,1,1,111,Lost
2180,252,1,1217.97,1,1,2,112,Lost
2182,112,1,597.85,2,1,2,212,Hibernating
2183,355,1,2957.16,1,1,3,113,Hibernating
2184,264,1,1473,1,1,2,112,Lost
2185,132,1,2041.33,1,1,3,113,Hibernating
2189,182,1,3144.92,1,1,3,113,Hibernating
2191,35,1,1446.88,4,1,2,412,New Customer
2192,135,1,1029.07,1,1,2,112,Lost
2193,31,2,2115.64,4,2,3,423,New Customer
2199,11,2,4552.85,5,2,3,523,New Customer
2200,121,2,2584.41,1,2,3,123,Hibernating
2201,311,1,2167.5,1,1,3,113,Hibernating
2202,76,2,2080.6,3,2,3,323,Others
2205,267,1,694.49,1,1,2,112,Lost
2207,179,1,348.62,1,1,1,111,Lost
2210,134,1,2921.29,1,1,3,113,Hibernating
2215,137,2,4814.96,1,2,3,123,Hibernating
2223,107,1,6708.92,2,1,4,214,Hibernating
2224,212,1,888.29,1,1,2,112,Lost
2225,173,1,864.8,1,1,2,112,Lost
